Term	fdr	es	nes	gene %	lead_genes
cardiac epithelial to mesenchymal transition (GO:0060317)	0.20397981941688617	0.5158210476667906	1.5203320746179136	8.98%	SNAI2;ENG;BMP4;TGFB2;TBX3
regulation of protein export from nucleus (GO:0046825)	0.20367053306242394	0.5190625784005218	1.5202671922205375	29.51%	SP100;IL1B;CAMK1;GAS6;PTPN14;TPR
regulation of myeloid cell differentiation (GO:0045637)	0.20350802890120545	0.4129776838081963	1.5200488851180862	8.38%	RUNX1;THBS1;MEIS2;MEIS1;LGALS3;KAT2B
membrane raft organization (GO:0031579)	0.20408340022513036	0.5850654349755657	1.5191394559046263	28.95%	ANXA2;RFTN1;S100A10;EMP2;CLN3
regulation of nitric-oxide synthase activity (GO:0050999)	0.20406841159321468	0.4817031794522352	1.5188003820032374	15.45%	NPR3;IL1B;CAV1;EGFR;ATP2B4
substrate adhesion-dependent cell spreading (GO:0034446)	0.20494896810333582	0.39230984063514596	1.5176751684720255	22.53%	NRP1;FN1;NTN4;LPXN;PARVA;LAMB3;MEGF9;FERMT3;FER;ITGA4;PEAK1;ANTXR1
protein auto-ADP-ribosylation (GO:0070213)	0.20790741180016747	0.664181713589532	1.5148359336287975	13.61%	PARP3;PARP10;TIPARP
protein poly-ADP-ribosylation (GO:0070212)	0.20857158509118057	0.6599441194765745	1.5139345063242162	13.50%	PARP3;PARP10;PARP9
membrane protein intracellular domain proteolysis (GO:0031293)	0.20904510007844784	0.5103034844511052	1.5131823449196162	49.07%	PSENEN;TGFB1;MBTPS2;NFKB1;RELA;ADAM9;SPPL2A;MBTPS1;NCSTN;ADAM10
sequestering of extracellular ligand from receptor (GO:0035581)	0.20879399058148965	0.6713799318855728	1.5130507629115517	1.66%	FBN1;GREM1
cell chemotaxis (GO:0060326)	0.20864300059866003	0.4171528466003501	1.512804602441353	11.82%	PDGFRA;NRP1;ACKR3;PARVA;LPAR1;CCL28;HBEGF;SEMA5A
circulatory system development (GO:0072359)	0.20901459521762625	0.31691969786545193	1.5121683683551634	13.31%	COL3A1;FBN1;MICAL2;PDLIM3;FN1;CRIP1;TCF21;HEG1;ZFPM2;KAT2B;TGFB2;PLCE1;HAND2;CASP8;PDLIM2;PDLIM4;RBP4
transforming growth factor beta receptor signaling pathway (GO:0007179)	0.2088582862734565	0.33643270402053804	1.5119732410192626	9.44%	COL3A1;LTBP2;COL1A2;FMOD;ENG;LPXN;LRRC32;TGFB2;SMAD9
regulation of actin filament bundle assembly (GO:0032231)	0.2091267109186715	0.592292523013534	1.5113785621122122	16.51%	SYNPO;SYNPO2;PTGER4
positive regulation of cell aging (GO:0090343)	0.21118535854571135	0.6673616773447557	1.509232319703018	13.48%	CDKN2A;B2M;LMNA
negative regulation of cell adhesion mediated by integrin (GO:0033629)	0.21116189035119196	0.6834558357043868	1.5088545394436397	14.55%	SERPINE1;SNAI2;CYP1B1;MUC1
positive regulation of reactive oxygen species metabolic process (GO:2000379)	0.21165797903103525	0.4108931760278699	1.5080982028356333	20.61%	THBS1;AKR1C3;AKR1C1;PID1;TLR4;AGT;RAB27A;TGFBR2;PDGFRB;TGFB1
copper ion transport (GO:0006825)	0.21230408198295916	0.6526620643961409	1.5071596690211633	14.94%	SLC31A2;ATOX1;ATP7A
positive regulation of peptidyl-serine phosphorylation (GO:0033138)	0.21198325739350077	0.371334660922039	1.507090500378402	20.61%	CD44;IL6;CAV1;NGF;IL11;EGFR;BDNF;CAMK1;ATP2B4;FNIP2;GAS6;PRKD1;AKAP9;TGFB1
regulation of endothelial cell chemotaxis (GO:2001026)	0.21161504893639935	0.5217245632972426	1.5070538108769334	17.31%	THBS1;FGF1;SEMA5A;SMOC2;PRKD1
endoplasmic reticulum mannose trimming (GO:1904380)	0.21209010322880095	0.5157362307980515	1.5063679473879	48.52%	SEL1L;UBA52;DERL2;UBB;UGGT2;UBC;OS9;RNF185;AMFR;TRIM13
negative regulation of lymphocyte activation (GO:0051250)	0.21350841690763464	0.550416893820449	1.5048417503864002	12.23%	GPNMB;LGALS3;PAG1;TNFAIP3;MICA
negative regulation of MAPK cascade (GO:0043409)	0.21561177204374465	0.3430088400131217	1.5028268188558274	12.42%	TIMP3;IL1B;GBP1;CAV1;DUSP10;EMILIN1;TLR4;AGT;SMPD1;BMP4;ITGB1BP1;IRAK3;SIRPA
negative regulation of NF-kappaB transcription factor activity (GO:0032088)	0.21650792542713543	0.3614395698662947	1.5017700148682267	23.86%	CDKN2A;DDIT3;ANXA4;PARP10;TNFAIP3;CYP1B1;COMMD6;NLRC5;IRAK3;PTGIS;MTURN;CYLD;PRMT2;TAX1BP1
positive regulation of cell motility (GO:2000147)	0.21641013279978558	0.27716295914212913	1.5015092213233427	10.86%	IGF1;GPNMB;CDH13;CEMIP;SEMA3C;PDGFRA;COL1A1;CCL11;SNAI2;DAB2;IL1B;THBS1;SPHK1;CAV1;EDN1;FGF1;TWIST1;PDGFC;WNT5B;TRADD;CSF1;EGFR;PHPT1;F3;HBEGF
positive regulation of p38MAPK cascade (GO:1900745)	0.21674016789031628	0.48035697118827564	1.5007801742174596	9.65%	IL1B;SPHK1;GDF6;HAND2
cardiocyte differentiation (GO:0035051)	0.2164396668493376	0.6140169258522163	1.5006901810590436	8.62%	NRG1;GATA6;TGFB2
heart morphogenesis (GO:0003007)	0.21616163256689497	0.3987428654571248	1.5005718291770314	8.98%	ANKRD1;ENG;ALPK2;DLC1;TTN;TGFB2;TBX3
bone development (GO:0060348)	0.21605997145065434	0.43302420168539846	1.500352018510499	16.51%	SFRP4;LRRC17;TFAP2A;TGM2;OSR2;PTGER4
response to hydrogen peroxide (GO:0042542)	0.21777705039570805	0.407596451951846	1.49857114077826	12.42%	ANXA1;IL6;TNFAIP3;CYP1B1;MAP3K5;SIRPA
negative regulation of protein localization to cell periphery (GO:1904376)	0.218542999163734	0.5073545947127185	1.4976386182056436	20.72%	DAB2;GBP1;PID1;TGFB1;TMEM59
negative regulation of cytokine production involved in inflammatory response (GO:1900016)	0.21843201772756923	0.585752044897873	1.4973845338931928	29.71%	APOD;PPARA;SIRPA;CHID1;ADCY7
negative regulation of toll-like receptor signaling pathway (GO:0034122)	0.21854018930572666	0.4660317027834336	1.4969224962507108	15.20%	LY96;CD14;TLR4;TNFAIP3;IRAK3;TICAM1
platelet-derived growth factor receptor signaling pathway (GO:0048008)	0.22041273740916997	0.5101919238814405	1.4951257155476922	18.64%	PDGFRA;NRP1;PDGFC;PLAT;FER;PDGFRB
positive regulation of T cell activation (GO:0050870)	0.2207109101503793	0.38391295960351135	1.4945409340827978	18.96%	ANXA1;IL1B;IL6;PDCD1LG2;IL6ST;CCL2;SIRPA;CD274;TNFSF4;CD47;CD70
MyD88-independent toll-like receptor signaling pathway (GO:0002756)	0.22166989387374744	0.49385969431848126	1.4931136579541484	26.38%	LY96;CD14;TLR4;CASP8;TICAM1;UBA52;UBB;TANK
TRIF-dependent toll-like receptor signaling pathway (GO:0035666)	0.22166989387374744	0.49385969431848126	1.4931136579541484	26.38%	LY96;CD14;TLR4;CASP8;TICAM1;UBA52;UBB;TANK
positive regulation of protein kinase B signaling (GO:0051897)	0.2226033460792585	0.31515825517842666	1.4920270140333398	12.17%	FGF7;PDGFRA;NRG1;ENG;THBS1;AKR1C3;FGF5;ANGPT1;FGF1;EGFR;F3;HBEGF;RAC2;AKR1C2;SEMA5A;ITGB1BP1
embryonic cranial skeleton morphogenesis (GO:0048701)	0.2225173206705309	0.6597873517085069	1.4917512168537053	18.08%	PDGFRA;TWIST1;TFAP2A;TGFBR2
positive regulation of cell differentiation (GO:0045597)	0.22341957433739806	0.26845463581922085	1.4907217986937884	11.01%	IGF1;IGFBP3;COL1A1;ZEB1;DAB2;IL1B;IL6;RIN2;DDR2;GDF6;RUNX2;IL6ST;ZHX3;TWIST1;NGF;AGT;BMP4;TGFB2;CSF1;ADIRF;TGFB1I1;LOXL2;FRZB
positive regulation of apoptotic process (GO:0043065)	0.22557171246074983	0.2622125397179659	1.488632632576306	26.98%	SFRP4;NUPR1;IGFBP3;FAP;ANKRD1;IFIT2;IL6;DLC1;DDIT3;NGF;FAS;KCNMA1;TFAP2A;TGM2;SMPD1;TRADD;BMP4;TGFB2;CYP1B1;MAP3K5;FRZB;CASP8;CALHM2;SLIT2;FANK1;AIFM2;PTGIS;BACE1;NKX3-1;PSENEN;SQSTM1;PRNP;BNIP3L;SIRT2;ARL6IP5;UBA52;STK17B;PNMA2;PRMT2;ATF6;CTSD;BCL6;RPS6KA2;UBB;CRADD;BAD;TPD52L1;ARHGEF17;ATG7
regulation of peptidase activity (GO:0052547)	0.2259467046421022	0.5055001749865992	1.4879824400640358	3.61%	ECM1;CSTA;CAV1
receptor metabolic process (GO:0043112)	0.22700788111733539	0.4046345855766047	1.486769563486569	28.33%	CAV1;ACKR3;CXCL8;RAMP1;MX1;DNM3;NEDD4;TGFB1;SH3GLB1;SNX1;LRP1
positive regulation of interleukin-2 production (GO:0032743)	0.2267801347979448	0.5296142275333977	1.4865708806041418	2.52%	ANXA1;RUNX1;IL1B
selective autophagy (GO:0061912)	0.23146158470138598	0.41675261954532844	1.4825214949716332	36.91%	VIM;LGALS8;SQSTM1;UBA52;IFT88;CALCOCO2;TEX264;UBB;DYNLL1;UBC;MAP1LC3B;UFC1;UFM1
regulation of glycogen biosynthetic process (GO:0005979)	0.23598393406958013	0.6554075099678457	1.47867467140738	3.22%	IGF1;PPP1R3C
regulation of proteolysis (GO:0030162)	0.23616637842129184	0.3973267317108898	1.478191097242317	31.15%	CSTA;CAV1;SERPINE2;PLAUR;PLAT;CASP8;CST3;BAD;CLN3;CAMK2N1;SPOP;CSTB
plasma membrane organization (GO:0007009)	0.2365837116903018	0.3798533857625047	1.4775642272090237	9.78%	MYOF;COL5A1;PLSCR4;SMPD1;EHD2;SYTL4;AHNAK2
negative regulation of hormone secretion (GO:0046888)	0.23774576712055326	0.6087504569168447	1.476383114983803	29.41%	IL1B;IL11;RAB11FIP5;RAB11FIP1;LIF
organelle disassembly (GO:1903008)	0.23832947951498318	0.5314705948997744	1.4755796003103514	38.24%	KIF9;MCTS1;TEX264;GOLGA2;PELO;DYRK3;UFC1;UFM1;EIF2D
positive regulation of macromolecule biosynthetic process (GO:0010557)	0.2378950633301186	0.3240771652457005	1.4755731928372595	18.64%	IGF1;IL1B;THBS1;VIM;IL6;PRR16;TLR4;CCL2;TGFB2;NLRC5;EGFR;SMOC2;PLD1;RPS27L;PDGFRB
lamellipodium assembly (GO:0030032)	0.24053742028017672	0.6531754557271452	1.4732734379316559	4.49%	CDH13;ABLIM3
replicative senescence (GO:0090399)	0.2401157212451871	0.5445771906909566	1.4732394121580592	6.00%	CDKN2A;SERPINE1;PLA2R1
cellular response to transforming growth factor beta stimulus (GO:0071560)	0.24101727886953678	0.31858478784008415	1.472201010611376	9.52%	COL3A1;LTBP2;COL1A2;ANKRD1;ENG;LPXN;LRRC32;TGFB2;SMAD9;NR3C1
iron ion homeostasis (GO:0055072)	0.24166275423151853	0.39089085856793504	1.4712950753149956	31.41%	SLC40A1;CYBRD1;CYB561A3;HFE;B2M;FTL;SKP1;ATP6V0D1;ATP6AP1;ATP6V1G1;FTH1
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460)	0.24291124147531995	0.6117112534514769	1.470101419545723	18.96%	TLR4;BTN3A3;BTN3A2;CD70
regulation of cellular catabolic process (GO:0031329)	0.24311269895769433	0.3915741864194936	1.4695802494508228	40.30%	NUPR1;IFI16;DDIT3;DRAM1;ITPR1;RRAGC;FBXL2;SCARB2;HSPB1;PSAP;RRAGB;ABL2;CISD2;VPS29
positive regulation of ERAD pathway (GO:1904294)	0.24371300986574912	0.5962186447023586	1.4687905794653835	40.45%	CAV1;HERPUD1;RNFT1;NFE2L2;BCAP31;RNF185
keratinocyte differentiation (GO:0030216)	0.24347825981293422	0.464317026442686	1.4686604757411197	19.17%	ANXA1;CSTA;AKR1C3;KRT10;WNT5A;TXNIP
regulation of cell death (GO:0010941)	0.24403812212021828	0.34742110424197853	1.4678522878118228	19.18%	CRYAB;DKK1;SLFN11;AKR1C3;NPAS2;BMP4;ACOX2;PDE8A;NKX3-1;PRKD1;BNIP3L;RAB29;LRPAP1
retrograde transport, endosome to Golgi (GO:0042147)	0.24410605565859866	0.34411494332927894	1.4674714709053718	51.35%	EVI5;RAB9B;RHOBTB3;RAB29;VTI1A;GOSR2;CLN5;SNX1;HEATR5A;VPS53;ARL1;ARFRP1;CLTCL1;ERC1;GOSR1;VAMP3;VPS29;EHD3;TMEM87A;GCC2;SNX2;ANKFY1;TBC1D10B;VPS35;TMED9;LMAN1;BET1L;VPS50;DENND5A
regulation of cardiac muscle cell differentiation (GO:2000725)	0.24380452008788306	0.6535615373551202	1.4673533659962374	1.66%	DKK1;GREM1
cellular response to exogenous dsRNA (GO:0071360)	0.24399465020274164	0.5501902214205252	1.4668480641555592	18.23%	IFIT1;CAV1;IFIH1;COLEC12
regulation of microglial cell activation (GO:1903978)	0.24480299507635683	0.6389508423162272	1.4658362394325828	3.25%	IL6;SPHK1
positive regulation of interleukin-1 production (GO:0032732)	0.24595573043215263	0.3955435274529881	1.4645686424604452	18.51%	IFI16;IL6;CASP1;TLR4;IL16;NLRP1;CASP8;WNT5A;S100A13
myofibril assembly (GO:0030239)	0.24604183349491995	0.44608420188292697	1.4641627994984827	7.89%	PDGFRA;ANKRD1;LMOD1;CSRP1;TTN
regulation of lipoprotein lipase activity (GO:0051004)	0.24562333392053426	0.6516781213137828	1.4641279452225615	2.62%	ANGPTL4;PCSK6
positive regulation of transcription regulatory region DNA binding (GO:2000679)	0.2473802326272443	0.5725448055353501	1.462506845851142	26.27%	IGF1;TWIST1;HAND2;TGFB1;LAMTOR5
regulation of cell-matrix adhesion (GO:0001952)	0.24726870206296758	0.37085121797614623	1.4622438455862592	9.24%	CDH13;CDKN2A;LIMCH1;THBS1;BST1;CSF1;CCL28
negative regulation of protein binding (GO:0032091)	0.24750423395380863	0.3683399523512625	1.4616851713599592	14.57%	DKK1;DAB2;IFIT1;IFIT2;CAV1;CARD16;HFE;ITGB1BP1;B2M;CAMK1
positive regulation of oxidoreductase activity (GO:0051353)	0.24765792791795202	0.658863479244232	1.461196238848244	14.94%	EDN1;AGT;ATP7A
positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	0.24874440052706134	0.415692646147341	1.46009630343975	13.50%	IGF1;IL6;IL6ST;TSLP;CLCF1;PARP9
positive regulation of double-strand break repair (GO:2000781)	0.24909337381338348	0.4891700645488961	1.4594951509359546	14.81%	PARP3;ERCC6;FMN2;PARP9;ZCWPW1
negative regulation of signaling receptor activity (GO:2000272)	0.2501733565104179	0.5611346493829759	1.4583600168772626	11.50%	GPRC5A;CNRIP1;HFE;PPARA
positive regulation of interferon-beta production (GO:0032728)	0.24978025174777418	0.4692470478949923	1.458303455118059	33.28%	OAS3;TLR4;IRF1;IFIH1;DHX58;ISG15;TRIM56;DDX58;RIOK3
positive regulation of Notch signaling pathway (GO:0045747)	0.24970959760924138	0.4442228024302981	1.4579993943708038	15.03%	IL6ST;KAT2B;TGFB2;MAML2;ITGB1BP1;AAK1
lamellipodium organization (GO:0097581)	0.25040394784665165	0.5493370205373501	1.4570892941656026	4.49%	CDH13;ABLIM3
negative regulation of developmental process (GO:0051093)	0.2512194140839603	0.3947132378099287	1.456209147697624	23.15%	GREM1;NFIB;ALPK2;PARP3;BMP4;LOXL2;GAS6;NKX3-1;TGFB1;CST3;ZNF706
positive regulation of endothelial cell apoptotic process (GO:2000353)	0.25238758489381874	0.5554586582782088	1.4550181337667414	7.05%	THBS1;AKR1C3;CCL2
positive regulation of wound healing (GO:0090303)	0.2519650597188488	0.46273371562746896	1.4549948184916963	13.67%	ANXA1;SERPINE1;THBS1;PRKCE;HBEGF;SMOC2
positive regulation of endothelial cell proliferation (GO:0001938)	0.25184535226129195	0.3365675167792582	1.4547606867938117	17.41%	CDH13;ECM1;CCL11;NRP1;SCG2;VEGFC;ANG;BMP4;F3;SEMA5A;GATA2;WNT5A;BMPR2;PRKD1;PRKCA
negative regulation of signaling (GO:0023057)	0.25169719417919245	0.4954619045432134	1.4545529006154374	12.10%	IGFBP3;IL1B;IL11;HHIP;OPTN
vasoconstriction (GO:0042310)	0.2513041405486313	0.6382972230971975	1.4542016167066896	3.72%	ACTA2;EDN1
vascular associated smooth muscle contraction (GO:0014829)	0.2513041405486313	0.6382972230971975	1.4542016167066896	3.72%	ACTA2;EDN1
response to amino acid (GO:0043200)	0.2509255486360299	0.5188848071516952	1.4541469050252063	37.42%	GLRB;CAPN2;RRAGC;LAMTOR5;LAMTOR3;LAMTOR2;RRAGB
myoblast fusion (GO:0007520)	0.25083022889632245	0.6260909200395791	1.4539036325592984	9.82%	ADAM12;ADAMTS5;JAM2
positive regulation of mitotic nuclear division (GO:0045840)	0.25173460750350984	0.5043869265657676	1.4529397855683441	18.64%	IGF1;IL1B;EDN1;ANAPC11;PDGFRB
regulation of neutrophil chemotaxis (GO:0090022)	0.254431034729106	0.45614201530764736	1.4506891891500042	12.51%	DPP4;CXCL8;BST1;RAC2;SLIT2
positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)	0.2548577175560068	0.3991778316403662	1.4501201516492022	8.94%	INHBA;DAB2;ENG;GDF6;BMP4;TGFB2;HFE
positive regulation of receptor internalization (GO:0002092)	0.2545948527629456	0.5731797283333194	1.449971788389715	4.56%	SFRP4;GREM1;ANGPT1
regulation of cell aging (GO:0090342)	0.2551287098023212	0.6291179390608764	1.4492691260409116	25.32%	LMNA;ARNTL;NUAK1;NEK6
monocyte chemotaxis (GO:0002548)	0.2575214415199386	0.48554444109061745	1.4472024284049696	7.05%	ANXA1;CCL11;IL6;LGALS3;CCL2
cellular response to starvation (GO:0009267)	0.25719394972671766	0.28953474743917323	1.447120830312971	38.11%	IFI16;AKR1C3;FAS;MAP3K5;PPARA;RNF152;GABARAP;BMPR2;PRKD1;ATP6V0E1;LAMP2;ATP6V0D1;NUAK1;MAP1LC3A;CDKN1A;GABARAPL2;RRAGC;LAMTOR5;SH3GLB1;ATG7;LAMTOR3;ATP6V0C;DAP;TCIRG1;ATP6V1G1;ATP6V1D;MAP1LC3B;GAS2L1;ATP6V0B;WDR45;NPRL2;ATP6V1E1;LAMTOR2;FNIP1;RRAGB;SEC13;ATP6V1F
regulation of B cell activation (GO:0050864)	0.25729876675768576	0.5997656531451176	1.4466984032059598	14.21%	IL6;TNFAIP3;AHR;TNFSF4
regulation of p38MAPK cascade (GO:1900744)	0.25722211292212543	0.4048473808597962	1.4464347622495946	9.65%	IL1B;SPHK1;GDF6;DUSP10;HAND2
negative regulation of cell adhesion (GO:0007162)	0.2577961139012397	0.3287989051980304	1.4456479553357673	17.11%	CDH13;SERPINE1;SNAI2;LPXN;ARHGDIB;ANGPT1;SPOCK1;PLXNA2;TGFBI;CYP1B1;PLXNA3;SEMA5A;ITGB1BP1;MUC1;PLXNC1;CORO2B
programmed necrotic cell death (GO:0097300)	0.2570030968782243	0.49563983647300375	1.4455874688653054	20.40%	LY96;CD14;TLR4;TICAM1;CYLD
necroptotic process (GO:0070266)	0.2570030968782243	0.49563983647300375	1.4455874688653054	20.40%	LY96;CD14;TLR4;TICAM1;CYLD
positive regulation of cell migration (GO:0030335)	0.25731756713014303	0.25552437339974104	1.4450361022623037	10.86%	IGF1;GPNMB;CDH13;CEMIP;SEMA3C;PDGFRA;COL1A1;CCL11;NRP1;SNAI2;DAB2;IL1B;THBS1;FN1;SPHK1;CAV1;DDR2;EDN1;FGF1;PDGFC;WNT5B;TRADD;TGFB2;CSF1;PRKCE;EGFR;F3;HBEGF
regulation of DNA binding (GO:0051101)	0.2575073692340985	0.4160883861694636	1.4445768124206315	20.61%	IGF1;IFI16;SP100;NGF;PLAUR;CSNK2B;SIRT2;TGFB1
regulation of ERK1 and ERK2 cascade (GO:0070372)	0.25923289447602177	0.2753044774339712	1.443002859303541	17.65%	GPNMB;TIMP3;CD44;PDGFRA;CCL11;NRP1;IL1B;FN1;GBP1;ACKR3;ANGPT1;DUSP10;EMILIN1;TLR4;PDGFC;CCL2;GATA4;NEK10;HAND2;EGFR;ITGB1BP1;SIRPA;PDE8A;ICAM1;TNFAIP8L3;GAS6;PRKCA;MTURN
cellular protein catabolic process (GO:0044257)	0.26076195437652205	0.3677804591058609	1.4415475049379256	24.44%	FAP;SPATA18;CTSB;CASP8;CTSS;CTSK;ADAMTS12;CAPN2;BNIP3L;CTSF;CTSL
regulation of execution phase of apoptosis (GO:1900117)	0.26214427395876044	0.6432625669620695	1.4401674530077087	18.92%	FAP;DLC1;PTGIS;SIRT2
endothelial tube morphogenesis (GO:0061154)	0.26248897428302664	0.6253085239147818	1.439573318073626	18.87%	BMP4;STARD13;CSNK2B
apoptotic cell clearance (GO:0043277)	0.26224294598252623	0.471320449005544	1.4394293212913065	28.33%	ANXA1;THBS1;TGM2;RAC2;GAS6;ITGAV;RHOBTB2;LRP1
metanephros development (GO:0001656)	0.2623808900214956	0.4881846077276483	1.4389881275211047	15.97%	GDF6;FOXD1;BMP4;OSR2;OSR1
positive regulation of axon extension (GO:0045773)	0.26257596882588574	0.5780577374285045	1.4385337962920672	33.34%	NRP1;SEMA5A;DBNL;GOLGA4;VEGFA;MACF1
negative regulation of peptidyl-serine phosphorylation (GO:0033137)	0.26229424052676803	0.5580706781303675	1.4383981088745013	3.61%	DKK1;CAV1
positive regulation of immunoglobulin production (GO:0002639)	0.2621765050008224	0.5150724379361907	1.4381992377025592	14.21%	IL6;CLCF1;RBP4;TNFSF4
negative regulation of cell migration (GO:0030336)	0.26186201650149676	0.3006412699421228	1.438097372530765	12.51%	COL3A1;IGFBP3;LIMCH1;SERPINE1;ENG;TIMP1;NAV3;ARHGDIB;DLC1;DUSP10;LDLRAD4;IGFBP5;MITF;CYP1B1;PODN;ITGB1BP1;SLIT2
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	0.2640385685854988	0.3364412441861886	1.4361724219134504	10.47%	FGF7;IGF1;CD44;NRP1;IL6;ANGPT1;IL11;AGT;BST1;CSPG4;EGFR
positive regulation of signal transduction (GO:0009967)	0.2649420508806294	0.26617196862917775	1.435127604880397	17.41%	IGF1;NRP1;LY96;IL1B;IL6;CAV2;FGF1;IL6ST;IL7R;FAS;KLF2;LIMS2;WLS;KAT2B;TGFB2;TNFAIP3;MAML2;TSLP;F3;ITGB1BP1;BDNF;SMOC2;EVC;AAK1;PTGIS;ITGA5;MN1;GAS6;NKX3-1;AXL;PRKCA
skeletal system morphogenesis (GO:0048705)	0.2646381854118865	0.4659416504490593	1.4350061631171724	12.12%	SFRP4;PDGFRA;TFAP2A;HHIP;OSR2
positive regulation of epithelial cell proliferation (GO:0050679)	0.26488866636238806	0.30376514351959777	1.4344972225366521	17.41%	FGF7;IGF1;CDH13;ECM1;CCL11;NRP1;SCG2;VEGFC;FGF1;ANG;BMP4;EGFR;F3;SEMA5A;OSR2;WNT5A;OSR1;BMPR2;PRKD1;PRKCA
negative regulation of metabolic process (GO:0009892)	0.2677025348352864	0.3680764047227525	1.4320542500066837	7.82%	NPR3;IL1B;ADAMTS5;DDIT3;TLR4;LAMA4
secondary palate development (GO:0062009)	0.27059096199567984	0.5906636920349595	1.429623789882691	27.08%	LRRC32;TGFB2;WNT5A;TGFBR2;TGFBR3
regulation of protein autophosphorylation (GO:0031952)	0.2701936000129062	0.4363224992174801	1.4295785706329642	9.20%	GPNMB;ENG;PDGFC;NEK10;MVP
negative regulation of signal transduction by p53 class mediator (GO:1901797)	0.2709398141554029	0.5013685861062152	1.4285871494349185	5.87%	CD44;SNAI2;TWIST1
negative regulation of cell differentiation (GO:0045596)	0.27203581189982623	0.2850980651121619	1.427528178993622	20.61%	GREM1;SNAI2;COL5A1;IL6;EFEMP1;CAV1;MEIS2;MEIS1;TWIST1;COL5A2;ABCA1;LDLRAD4;ZFPM2;BMP4;TBX3;EGFR;CRIM1;PPARA;ABCA5;GATA2;WNT5A;OSR1;WWTR1;ADAMTS12;TWIST2;SIRT2;ASXL1;TGFB1
embryonic digit morphogenesis (GO:0042733)	0.27271111004985055	0.5402690993276671	1.4267546718234654	15.97%	TWIST1;TBX3;OSR2;OSR1
regulation of NIK/NF-kappaB signaling (GO:1901222)	0.2722903616556551	0.36882889450698864	1.4267338805433314	14.96%	IL1B;SPHK1;IFI35;CD14;TLR4;TRADD;EGFR;UACA;NMI
regulation of interleukin-12 production (GO:0032655)	0.2727405586879604	0.4283983145157423	1.4260367106735579	17.97%	THBS1;TLR4;HLA-B;IL16;FOXP1;IRAK3;TNFSF4;CD47
receptor signaling pathway via JAK-STAT (GO:0007259)	0.2740775711287305	0.44630141038561844	1.4247907033741511	32.42%	CCL2;CLCF1;NMI;IFNAR1;FER;STAT2;PKD2;STAT1
cellular iron ion homeostasis (GO:0006879)	0.2757908841908065	0.3893140291035081	1.423137044800225	31.41%	SLC40A1;CYBRD1;CYB561A3;HFE;FTL;SKP1;ATP6V0D1;ATP6AP1;ATP6V1G1;FTH1
cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)	0.27580828727425905	0.46167332807851474	1.4228155414141248	33.04%	TNFAIP3;ALPK1;IFIH1;CASP8;TIFA;UBA52;CYLD;UBB;UBC;DDX58
negative regulation of type I interferon production (GO:0032480)	0.27640152076513225	0.404682779170263	1.4220933003693441	33.04%	UBA7;TNFAIP3;IFIH1;NLRC5;SIRPA;DHX58;ISG15;CYLD;TAX1BP1;PCBP2;TRIM25;DDX58
negative regulation of cell cycle (GO:0045786)	0.27679893023487073	0.3706734238306356	1.421510005353054	1.31%	INHBA;NUPR1;NR2F2;CDKN2A
positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050)	0.27663883565863095	0.5040963070170806	1.4212866267651718	14.36%	ANXA1;SRPX2;RHOJ;GATA2
positive regulation of blood vessel endothelial cell migration (GO:0043536)	0.27652368838366953	0.34600388966702794	1.4210459434569138	21.47%	ANXA1;THBS1;SRPX2;ANGPT1;RHOJ;GATA2;PRKD1;PRKCA;TGFB1;MAP2K3
limb development (GO:0060173)	0.27662845323876756	0.48036987134768205	1.420630431889257	14.29%	DKK1;COMP;GREM1;KAT2B;IQCE
organic hydroxy compound transport (GO:0015850)	0.27690998957511215	0.49817627417694593	1.4201319969591515	24.53%	AKR1C1;STARD5;RBP4;NPC2;ATP8B1;SLC10A3
positive regulation of chemotaxis (GO:0050921)	0.27669328901101825	0.37078953891057864	1.4199649328802373	29.97%	CDH13;NRP1;THBS1;IL6;F3;SEMA5A;SMOC2;PRKD1;PDGFRB;TGFB1;MET;CCL26;STX4;VEGFA
aggrephagy (GO:0035973)	0.276839194656587	0.45910039471846303	1.4195173865821604	31.92%	VIM;SQSTM1;UBA52;IFT88;UBB;DYNLL1;UBC
